EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660504518,BEACON OF LIGHT UNITY CHURCH,% JACK VANORMAN,PO BOX 16293,SAN JUAN,PR,00908-6293,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,06,0,12,,,,,
660504690,IGLESIA CRISTIANA CARISMATICA EL NUEVO NACIMIENTO INC,% ROBERTO FIGUEROA BURGOS,HC 2 BOX 8414,CAMUY,PR,00627-8999,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660505420,COLEGIO DE EDUCACION ESPECIAL Y REHABILITACION INTEGRAL INC,% MARY L SOTO HERNANDEZ,1628 CALLE GUADIANA,SAN JUAN,PR,00926-3171,0000,03,3,2000,200302,1,11,000000000,1,01,202306,6,6,01,0,06,2434373,2980517,2980517,B28,
660506462,FUNDACION DE CULEBRA INC,% LUZ RIVERA,PO BOX 331,CULEBRA,PR,00775-0331,0000,03,3,2000,201505,1,15,000000000,1,01,202312,5,4,01,0,12,653568,157384,157384,A50,
660506894,PUERTO RICO ALPHA GAMMA CHAPTER,% MYRNA RAMOS,PO BOX 244,SAN GERMAN,PR,00683-0244,0000,07,3,1000,201403,2,00,036319000,5,01,202305,0,0,02,0,05,0,0,0,N50,
660507134,IGLESIA DESARROLLADORA CRISTOCENTRICO HNC FUNDACION,% DRA OLG I MELENDEZ-LOPEZ,PO BOX 195035,SAN JUAN,PR,00919-5035,0000,03,3,7000,199905,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,FUNDACION YOSANO INC
660507240,FUNDACION COAMENOS POR LA NINEZ INC,% FUNDACION COAMENOS POR LA NINEZ,PO BOX 287,COAMO,PR,00769-0287,0000,03,3,1200,201808,1,15,000000000,1,01,202212,1,1,02,0,12,8973,2580,2580,P30,
660507853,EDUCAVIPRO INC,% URB LOS MAESTROS,465 CALLE JAIME DREW,SAN JUAN,PR,00923-2406,0000,03,3,1000,201405,1,15,000000000,1,01,,4,5,00,0,12,,,,P82,
660508256,IGLESIA CRISTIANA RESTAURADORES,,PO BOX 634,MOCA,PR,00676-0634,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
660508359,AYUDA SOCIAL MOVIMIENTO JUAN XXIII INC,% NELSON RIVERA BEAUCHAMP,PO BOX 193,SABANA HOYOS,PR,00688-0193,0928,03,9,6000,194603,0,10,031150120,5,01,,0,0,06,0,06,,,,,
660508486,OFICINA PARA LA PROMOCION Y EL DESARROLLO HUMANO INC,% ANGELICA M FLORES,PO BOX 353,ARECIBO,PR,00613-0353,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,09,,,,,
660508597,IGLESIA CRISTIANA CARISMATICA DE CAGUANA INC,% MIGUEL A LOPEZ BALAGUER,HC 3 BOX 13863,UTUADO,PR,00641-9730,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660508696,INSTITUTO ESPECIAL PARA EL DESARROL LO INTEGRAL DEL INDIV FAM Y COM IN,,PO BOX 1241,YAUCO,PR,00698-1241,0000,03,3,1000,201105,1,15,000000000,1,01,202306,6,5,01,0,06,1532435,880080,880080,B90,
660514059,CIUDADANOS DEL KARSO INC,% ABEL VALE,267 CALLE SIERRA MORENA PMB 230,SAN JUAN,PR,00926-5574,0000,03,3,1200,199510,1,15,994350000,1,01,202306,5,4,01,0,06,646689,265984,265984,D34,
660514087,ABC INFANTIL INC,% JUDY NIEVES,URB ALTURAS DE AGUADA D24,AGUADA,PR,00602-0000,0000,03,3,1000,201104,1,16,000000000,1,01,202212,4,4,01,0,12,414265,109319,109319,P33,ABC INFANTIL
660514171,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% RENARDO ACEVEDO TORRES,3100 CARR 190,CAROLINA,PR,00983-1981,0427,05,9,3000,194106,2,00,263000000,5,01,202112,4,4,00,0,12,102606,160773,160773,,2341 LU
660514199,HOGAR INFANTIL SANTA TERESITA DEL NINO JESUS INC,,PO BOX 140057,ARECIBO,PR,00614-0057,0000,03,3,1000,201708,1,15,031150120,1,01,202309,5,5,01,0,09,578648,817062,817062,,
660514492,RED CARIBENA DE VARAMIENTOS -CARIBBEAN STRANDING NETWORK INC-,% ANTONIO A MIGNUCCI,PO BOX 361715,SAN JUAN,PR,00936-1715,0000,03,3,1000,201903,1,15,000000000,1,01,202212,4,6,01,0,12,402023,1144797,1144797,D34,
660514695,CIUDAD DE RESTAURACION SHALOM INC,,PO BOX 7644,CAROLINA,PR,00986-7644,0000,03,3,7200,200307,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660514835,CLUB CIVICO DE DAMAS DE PUERTO RICO INC,% SOFIA J ESTEVA TORT,PO BOX 361363,SAN JUAN,PR,00936-1363,0000,03,3,1000,201701,1,16,000000000,1,01,202306,4,4,01,0,06,375653,270058,270058,Q33,
660514937,LUCHA CONTRA EL SIDA INC,% LUCHA CONTRA EL SIDA,PO BOX 8479,SAN JUAN,PR,00910-0479,0000,03,3,1000,199702,1,15,179000000,1,01,202212,8,8,01,0,12,41192300,13658979,13658979,L20,
660515156,HABITAT FOR HUMANITY INTERNATIONAL,% JAIME FONALLEDAS,PMB 135 1357 AVE ASHFORD,SAN JUAN,PR,00907-1400,8545,03,9,1000,198701,1,15,000000000,5,01,202306,8,7,01,0,06,10089637,5298752,5298752,,PUERTO RICO
660515369,IGLESIA LA FAMILIA ICR INC,,2763 CALLE 8,RINCON,PR,00677-2480,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660515459,PRIMERA IGL AD,% URB HERMOSO,PO BOX 1653,SAN GERMAN,PR,00683-1653,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660516000,CENTRO DE ADIESTRAMIENTO PARA PERSONAS CON IMPEDIMENTOS INC,,PO BOX 119,AIBONITO,PR,00705-0119,0000,03,3,1000,200202,1,15,000000000,1,01,202312,6,5,01,0,12,1487395,988289,988289,P20,C A P I INC
660516261,IGLESIA MANANTIAL DE VIDA AD,,2008 CALLE 25 DE JULIO,PONCE,PR,00728-4814,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,PARCELA EL TUQUE
660516428,IGLESIA BIBLICA GRACIA VERDADERA INC,% FELIX RIVERA,PO BOX 1359,CAGUAS,PR,00726-1359,0000,03,3,7000,202408,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660516504,MISIONERAS DEL SANTISIMO SACRAMENTO Y MARIA IMMACULADA,,FERNANDEZ G 209,LUQUILLO,PR,00773-0000,0928,03,9,7000,000000,1,10,029000000,0,01,,0,0,13,0,12,,,,,
660516904,CENTRO DEL TRUINFO INC,% MILAGROS ORTIZ,PO BOX 20197,SAN JUAN,PR,00928-0197,0000,03,3,1000,200207,1,15,000000000,1,01,202306,5,6,01,0,06,948762,1338584,1338584,P20,
660517336,MISION CRISTIANA JOHN 3 16 AD,,PO BOX 9628,CAGUAS,PR,00726-9628,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
660517603,SOCIEDAD ESPELEOLOGICA DE PUERTO RICO,,PO BOX 366894,SAN JUAN,PR,00936-6894,0000,03,3,2800,201807,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,C30,
660517696,CASA ISMAEL INC,% CARLOS MUNOZ,PO BOX 51433,TOA BAJA,PR,00950-1433,0000,03,3,1000,201908,1,15,000000000,1,01,202308,4,4,01,0,08,413436,467947,467947,G81,
660518784,IGLESIA CARISMATICA CRISTIANA,% RUBEN TORRES RIVERA,PO BOX 503,HATILLO,PR,00659-0503,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660519278,PRO VIVIENDAS I INC,,PO BOX 10563,SAN JUAN,PR,00922-0000,0000,03,3,1000,199503,1,16,998000000,1,01,202212,7,6,01,0,12,8553552,1903470,1903470,L20,
660519279,PRO VIVIENDAS II INC,,PO BOX 10563,SAN JUAN,PR,00922-0000,0000,03,3,1000,199605,1,16,995380000,1,01,202212,7,6,01,0,12,7321913,1943917,1943917,L210,
660519280,PRO VIVIENDAS III INC,,PO BOX 10563,SAN JUAN,PR,00922-0000,0000,03,3,1000,199605,1,15,995380000,1,01,202212,6,6,01,0,12,4348914,1134473,1134473,L40,
660519281,PRO VIVIENDAS IV INC,,PO BOX 10563,SAN JUAN,PR,00922-0000,0000,03,3,1000,199605,1,15,995380000,1,01,202212,7,6,01,0,12,7307006,1835874,1835874,L20,
660519643,AGUA SOL E SERENO INC,% PEDRO A ADORNO,1655 CALLE INDO,SAN JUAN,PR,00926-3028,0000,03,3,1200,202309,1,15,998000000,1,01,202312,3,4,01,0,12,98712,322544,322544,A99,
660519976,INTERNATIONAL UNION UNITED AUTO AER OSPACE & AGRICULTURAL WORKERS OF A,,3100 CARR 190 STE 201,CAROLINA,PR,00983-1983,0427,05,9,3000,194106,2,00,263000000,5,01,202312,0,0,02,0,12,0,0,0,J40,UAW LOCAL 2555
660520290,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% GENOVEVA VALENTIN SOTO,PO BOX 13695,SAN JUAN,PR,00908-3695,1381,05,9,3000,195708,2,00,263059264,5,01,202212,6,6,01,0,12,3420893,1228658,1228658,,C0095PR SPUPR-AFSCME COUNCIL 95
660520449,NUEVA IGLESIA CRISTIANA PENIEL,,PO BOX 1164,JUNCOS,PR,00777-1164,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660520906,CENTRO CRISTIANO DE RESTAURACION DE CABO ROJO INC,,PO BOX 754,CABO ROJO,PR,00623-0754,0000,03,3,7000,200207,1,10,000000000,1,01,,0,0,06,0,07,,,,X20,
660521136,HOGAR DE NINOS REGAZO DE PAZ INC,% MAGDALENA JIMENEZ JAUME,PO BOX 4721,AGUADILLA,PR,00605-4721,0000,03,3,1000,200202,1,15,000000000,1,01,202312,5,5,01,0,12,507756,570454,570454,I72,
660521701,COLEGIO SANTISIMA TRINIDAD INC,,PO BOX 548,BAYAMON,PR,00960-0000,0000,03,3,7200,199706,1,11,046030000,1,01,,0,0,13,0,06,,,,B99Z,
660521870,WORLD BOXING ORGANIZATION INC,% COBIANS PLAZA,1056 MUNOZ RIVERA AVE,SAN JUAN,PR,00927-5015,0000,06,3,1000,199006,2,00,000000000,1,01,202308,6,6,01,0,08,3617321,2197171,2197171,,
660522035,FIRST ASSEMBLY OF GOD,% VINCENTE ACEVEDO VAZQUEZ,PO BOX 1418,HORMIGUEROS,PR,00660-5418,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,06,,,,,
660522602,CENTRO PEDIATRICO DE LACTANCIA,% GATHEL MAINKA,PO BOX 16554,SAN JUAN,PR,00908-0000,0000,03,3,1000,199612,1,15,994179000,1,01,202309,2,3,01,0,09,21145,93905,93905,E99,
660522632,PUERTO RICO MANUFACTURING EXTENSION PRIMEX INC,% RAMON VEGA,268 AVE MUNOZ RIVERA STE 1002,SAN JUAN,PR,00918-1921,0000,03,3,1200,199612,1,15,994200000,1,01,202309,6,6,01,0,09,3930762,2915943,2915943,S43,PRIMEX
660522781,GENERAL COUNCIL OF THE ASSEMBLIES OF GOD,% RAFAEL FELICIANO CARABALLO,PO BOX 2121,YAUCO,PR,00698-2121,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,SEGUNDA IGLESIA ASAMBLEAS DE DIOS
660524365,OBRA MISIONERA DE LA RESTITUCION INC,% PEDRO OCHAO,PO BOX 928,BAYAMON,PR,00960-0000,0000,03,3,1000,201408,1,15,000000000,1,01,202306,6,4,01,0,06,1205464,192819,192819,X12,
660524457,PUERTO RICO COLLEGE OF PHYSICIANS AND SURGEONS,% COLEGIO DE MEDICOS CIRUJANOS DE P,PO BOX 70169,SAN JUAN,PR,00936-0000,0000,06,3,2000,202009,2,00,000000000,5,01,202212,7,7,01,0,12,9435932,6502539,6502539,E03,
660524567,IGLESIA CRISTIANA CARISMATICA GUAYABAL INC,% JULIAN A TORRES DE JESUS,CARR 149 INT 552,BO GUAYABAL JUANA DIAZ,PR,00795-0000,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660524612,FUNDACION DR JOHN A & VIRGINIA SMITH INC,,PO BOX 859,HUMACAO,PR,00792-0000,0000,03,3,1000,199801,1,17,927040602,1,01,202212,5,3,01,0,12,545183,98800,98800,T21Z,
660524624,IGL PENT JUAN 3 16 ASAMBLEA DE DIOS,% ESTEBAN VERGARA CRESPO,117 CALLE OLSO,CAGUAS,PR,00725-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
660525469,IGLESIA DE DIOS DE TURABO GARDENS,,PO BOX 5130,CAGUAS,PR,00726-5130,1489,03,9,7000,196007,0,10,001268000,1,01,,0,0,06,0,10,,,,,1ST SEC TURABO GARDENS
660525697,CENTRO DE EDUCACION INTEGRAL SOLES DEL JARDIN INC,,PO BOX 154,QUEBRADILLAS,PR,00678-0154,0000,03,3,1000,199712,1,16,030000000,1,01,202306,4,5,01,0,06,244623,522667,522667,B21Z,
660525924,IGLESIA EVANGELICA LUTERANA SION,% JUAN PEREZ RODRIGUEZ,PO BOX 9136,BAYAMON,PR,00960-9136,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660526076,AMNISTIA INTERNATIONAL SECCION DE PUERTO RICO,% LIZA GALLARDO,CALLE HUMACAO 994 APTO 1A,SAN JUAN,PR,00925-2660,0000,03,3,1200,201603,1,16,000000000,1,01,202312,4,4,01,0,12,145094,213129,213129,Q70,
660526399,IGLESIA CRISTIANA NUEVO PACTO DE GUAYAMA INC,% JUSTO LEBRON LEBRON,PO BOX 1168,GUAYAMA,PR,00785-1168,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660526614,ALFARUQ MOUSQUE INC,% MUHMOUD ABDEL-HAFEZ,PO BOX 670,VEGA ALTA,PR,00692-0670,0000,03,3,7100,200702,1,10,000000000,1,01,,0,0,06,0,12,,,,X40,
660526772,IGLESIA FILADELFIA ASAMBLEAS DE DIOS INC,% HECTOR M CANDELARIA,51 CALLE DAVID LOPEZ,FLORIDA,PR,00650-2234,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660526903,SAN JUAN COMMUNITY LIBRARY AT BUCAPLAA INC,% TROY FIELDS,PO BOX 3758,GUAYNABO,PR,00970-3758,0000,03,3,1000,200907,1,15,000000000,1,01,202312,4,4,01,0,12,497188,173943,173943,B70,
660527010,MARANATHA ASAMBLEAS DE DIOS,% REV CARMELO ANDUJAR,PO BOX 3194,BAYAMON,PR,00960-3194,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660527087,MISION DE LOS CHRISTIANOS CARISMATIC UNA PUETRA ABIERTA INC,% REV LUIS SANTIAGO,HC 2 BOX 16378,ARECIBO,PR,00612-9382,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660527275,GRACE ENGLISH EVANGELICAL LUTHERAN CONGREGATION INC,% CARMEN G CARRILLO,9 CALLE RODRIGUEZ SERRA APT 3A,SAN JUAN,PR,00907-1408,9386,03,9,7000,198804,0,10,001000000,1,01,,0,0,06,0,12,,,,,
660527594,RONDALLA DE NINOS DE PUERTO RICO INC,,AVE FONT MALTELO 104 ALTOS,HUMACAO,PR,00791-0000,0000,03,3,1200,201906,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A6C,
660527962,IGLESIA CRISTIANA CARISMATICA CUERPO DE CRISTO DE CIALES INC,% CESAR A PABON,PO BOX 935,CIALES,PR,00638-0935,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660528107,TIME COMMUNITY BUSINESS AND DEVELOPMENT CORPORATION,% THAMAR CARRASQUILLO,PO BOX 32113,PONCE,PR,00732-2113,0000,03,3,1000,199802,1,15,381000000,1,01,202312,0,0,02,0,12,0,0,0,L80,
660528378,PROGRAMA DE APOYO Y ENLACE COMUNITARIO,% MARIA HERNANDEZ,PO BOX 1017,AGUADA,PR,00602-1017,0000,03,3,1000,200008,1,15,000000000,1,01,202206,5,5,01,0,06,628896,705427,705427,P20,P A E C
660528522,CORPORACION MILAGROS DEL AMOR,,PO BOX 6445,CAGUAS,PR,00726-6445,0000,03,3,1200,200503,1,15,998000000,1,01,202312,5,5,01,0,12,518831,887292,887292,P20,
660528531,IGLESIA CAHISMATICA CRISTIANA MONTE SANTO DE SION INC,% JOSE V RIVERA ROA REV,HC 01 BOX 10054,HATILLO,PR,00659-9200,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660528536,IGLESIA CARISMATICA DIOS CON NOSOTROS INC,% JOSE F CASILLAS,PO BOX 1453,VEGA ALTA,PR,00692-1453,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660528601,PUERTO RICO NEIGHBORHOOD HOUSING SERVICES CORP,,PO BOX 13926,SAN JUAN,PR,00908-3926,0000,03,3,1000,199810,1,15,994399000,1,01,202309,6,6,01,0,09,3286807,1061372,1061372,L20,
660528945,IGLESIA EVANGELICA LUTERANA RECONCILIACION INC,,PO BOX 51163,LEVITTOWN,PR,00950-1163,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660529242,P A C T A INC,,PO BOX 141486,ARECIBO,PR,00614-1486,0000,03,3,1000,201605,1,15,000000000,1,01,202212,4,4,01,0,12,135889,252148,252148,G81,
660529432,PROYECTO AURORA INC,% GLADYS R CAPELLA NOYA,215 CALLE CORNELL,SAN JUAN,PR,00927-0000,0000,03,3,2000,200001,1,15,000000000,1,01,202306,2,2,02,0,06,20503,24736,24736,P45,
660530256,HOGAR SANTISIMA TRINIDAD INC,,PO BOX 607071,TOA ALTA,PR,00953-0000,0000,03,3,1000,200103,1,15,000000000,1,01,202306,4,5,01,0,06,339423,532493,532493,F20,
660530257,HOGAR DE NINOS EL AVE MARIA,% SOR ROSA E GUERRERO,PO BOX 607071,BAYAMON,PR,00960-7071,0000,03,3,1000,200010,1,15,000000000,1,01,202406,4,5,01,0,06,370431,664253,664253,P20,
660530927,IGLESIA CRISTIANA ASAMBLEAS DE DIOS,% REV G FELICIANO,HC 2 BOX 6485,ADJUNTAS,PR,00601-9606,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
660530950,ASOCIACION DE NOVIDENTES LUZ DE AMOR INC,% LUZ M RIVERA,PO BOX 3991,BAYAMON,PR,00958-0991,0000,03,3,1000,202011,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,P86,
660530978,CASA DE SALVACION INC,% ANDRES RIVERA SOUFFRONT,503 YOYO BELMONTE ST,SAN JUAN,PR,00923-0000,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660531105,FUNDACION DE NINOS DE PUERTO RICO INC,,PO BOX 6719,SAN JUAN,PR,00914-6719,0000,03,3,1000,200010,1,15,000000000,1,01,202404,7,6,01,0,04,7947087,2486845,2486845,E99,
660531728,SERVICIOS LEGALES COMUNITARIOS INC,% JORGE L CATALA MONGE,CALLE CARAZO2,GUAYNNABO,PR,00969-5661,0000,03,3,1000,202001,1,15,000000000,1,01,202306,3,4,01,0,06,72696,305513,305513,I80,
660531879,IGLESIA ASAMBLEA DE DIOS DE SIERRA BAYAMON,,PO BOX 1651,BAYAMON,PR,00960-1651,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660532149,CRISTO REY,% MELQUISEDAC TORE YELEZ,P 8901 PMB 123,HATILLO,PR,00659-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660533243,PRIMERA IGLESIA ASAMBLEAS DE DIOS DE JUNCOS,% MARIA H DE VILA,PO BOX 620,JUNCOS,PR,00777-0620,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660533250,ASAMBLEA DE DIOS DE PARCELAS FORTUNA,,HC 2 BOX 3128,LUQUILLO,PR,00773-9781,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660533582,ALFONSINA INC,% BLANCA L CRUZ ROMAN,VILLAS DE PARQUE 15 COND VILLAS DE,SAN JUAN,PR,00909-0000,0000,03,3,1000,202204,1,15,000000000,1,01,202312,3,4,01,0,12,41900,173148,173148,A20,
660534023,FUNDACION GERIATRICA CASA DE CAMPO INC,% MIGUEL A RODRIGUEZ,PO BOX 40511,SAN JUAN,PR,00940-0511,0000,03,3,1000,202209,1,03,000000000,1,01,202212,6,5,00,1,12,1304174,569832,,T23,
660534100,IGLESIA CRISTIANA TORRE FUERTE,% ENRIQUE LOPEZ PASTOR,PO BOX 794,JUNCOS,PR,00777-0794,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660534197,CORALATIONS INC,,PO BOX 750,CULEBRA,PR,00775-0750,0000,03,3,1200,200212,1,15,000000000,1,01,202212,2,3,02,0,12,15328,26100,26100,C30,
660534831,TEMPLO MISION ASAMBLEAS DE DIOS VIVIENTE INC,% BO COCOS,8103 PARCELAS,QUEBRADILLAS,PR,00678-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,LAS PIEDRAS
660535170,FUNDACION FOLKLORICA CULTURAL RAFAEL CEPEDA INC,% JESUS M CEPEDA-BRENES,332 C RAFAEL CEPEDA,SAN JUAN,PR,00915-0000,0000,03,3,1230,202310,1,15,000000000,1,01,,0,0,02,0,12,,,,A24,FUNDACION DON RAFAEL CEPEDA INC
660535379,PUERTO RICAN SPECIAL COMMUNITY SERVICES INC,% IRMA E BAEZ,PO BOX 2739,SAN GERMAN,PR,00683-2739,0000,03,3,2000,200111,1,11,000000000,1,01,202309,4,4,01,0,09,106260,368308,368308,B20,IGUAL
660536302,FUNDACION SAVE A SATO INC,% GLORIA MARTI,PO BOX 37694,SAN JUAN,PR,00937-0000,0000,03,3,1200,199705,1,15,994913149,1,01,202212,6,6,01,0,12,3258732,3457170,3457170,D20,SAVE A SATO
660537284,MUSEO DE ARTE DE PUERTO RICO INC,,299 AVE DE DIEGO,SAN JUAN,PR,00909-1766,0000,03,3,1000,199704,1,15,994060000,1,01,202306,8,7,01,0,06,36597366,7945747,6010331,A510,
660537553,RYDER ASSISTED CARE INC,% SATURNINO PENA FLORES,PO BOX 859,HUMACAO,PR,00792-0859,0000,03,3,1000,199706,1,15,995382000,1,01,202309,6,4,01,0,09,1748214,401308,401308,L22,
660537554,RYDER VILLAGE INC,% SATURNINO PENA FLORES,PO BOX 859,HUMACAO,PR,00792-0859,0000,03,3,1000,199703,1,15,995382000,1,01,202309,6,4,01,0,09,1340868,392620,392620,P75,
660537875,ATENAS UNIVERSITY DR MARIA LUISA HERNANDEZ INC,% ASTRID Y MELENDEZ-HERNANDEZ,PO BOX 365,MANATI,PR,00674-0365,0000,03,3,2000,200012,1,11,000000000,1,01,202306,8,7,01,0,06,15389752,6757323,6757323,B40,
660537887,IGLESIA ASAMBLEAS DE DIOS DE CAMPO ALEGRE,,HC 1 BOX 4793,CAMUY,PR,00627-9274,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660537930,COMPANIA DE BAILE BALLET SENORIAL,% GRACE MARIE BIGAS,PO BOX 7738,PONCE,PR,00732-7738,0000,03,3,1200,202203,1,15,000000000,1,01,202312,3,4,01,0,12,34028,200858,200858,A20,
660537959,HOGAR EL CAMINO A LA SALVACION INC II,% RAMON NEGRON AGOSTO,PO BOX 9267,BAYAMON,PR,00960-9267,0000,03,3,2000,200402,1,16,000000000,1,01,202312,3,4,01,0,12,54791,103829,103829,E50,
660537964,IGLESIA CRISTIANA DISCIPULOS DE CRISTO EN REP METROPOLITANO,,908 CALLE 1 SE,SAN JUAN,PR,00921-2613,0000,03,3,7000,200403,1,10,000000000,5,01,,0,0,06,0,10,,,,X21,
660538887,IGLESIA ASAMBLEA DE DIOS CALLE AGUAS CALIENTES,,RR 3 BOX 4140,RIO PIEDRAS,PR,00926-8674,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660538915,FUNDACION NACIONAL PARA LA CULTURA POPULAR,% JAVIER SANTIAGO GONZALEZ,PO BOX 9023971,SAN JUAN,PR,00902-0000,0000,03,3,1200,200007,1,15,000000000,1,01,202306,4,4,01,0,06,123260,256369,256369,A200,
660539125,UNA-USA PR CHAPTER INC,,B5 CALLE TABONUCO STE 216 PMB 110,GUAYNABO,PR,00968-3022,0000,03,3,1000,201908,1,16,000000000,1,01,202312,1,3,01,0,12,7426,56292,56292,O50,
660539152,IGLESIA FUENTE DE SALVACION MISIONERA INC M I LIJAS LAS PDRS,% MISAEL MARIN DELGADO,PO BOX 91,LAS PIEDRAS,PR,00771-0091,0000,03,3,7000,201506,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660539332,IGL ASAMBLEAS DE DIOS ELOHIM,,PO BOX 2012,TOA BAJA,PR,00951-2012,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660539927,REMANSO DE ESPERANZA INC,,AVENIDA RAFAEL CORDERO,CAGUAS,PR,00723-0000,0000,03,3,1000,199706,1,15,994160000,1,01,202312,6,4,01,0,12,1041027,151163,151163,P80,
660540146,IGL PENT ASAMBLEAS DE DIOS ARCA DE SALVACION DE MIRAFLORES INC,% LUIS A MEDINA ANDINO,PO BOX 274,BAJADERO,PR,00616-0274,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660540316,CASA JUAN BOSCO INC,,PO BOX 1836,AGUADILLA,PR,00605-1836,0000,03,3,1000,200211,1,15,000000000,1,01,202306,5,4,01,0,06,933271,266950,266950,P20,
660540331,DESARROLLOS UNIVERSITARIOS INC,,3 AVE UNIVERSIDAD ADMIN,SAN JUAN,PR,00925-0000,0000,03,3,1200,200112,1,17,000000000,1,01,202306,9,6,01,0,06,67094183,4106614,4106614,B114,
660540651,PRIMERA IGLESIA ASAMBLEA DE DIOS,,HC 1 BOX 6767,LAS PIEDRAS,PR,00771-9758,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660541904,CASA DEL PEREGRINO,% CARMEN A ROSARIO,27 CALLE MERCEDES MORENO,AGUADILLA,PR,00603-5127,0000,03,3,1200,200006,1,15,000000000,1,01,202310,6,6,01,0,10,2041936,1111932,1111932,P85,
660542190,CENTRO CRISTIANO DE ADORACION AD,,154A BO JUAN SANCHEZ,BAYAMON,PR,00959-2159,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
660542336,SOCIEDAD DE ESPECIALISTAS EN ORTODONCIA DE PUERTO RICO,% LUIS A TORRO,PO BOX 262282,SAN JUAN,PR,00926-2655,0000,03,3,1000,202401,1,16,000000000,1,01,,0,0,02,0,12,,,,A03,
660542473,CRISTO LA ROCA AD,,PO BOX 31,SAN ANTONIO,PR,00690-0031,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,06,,,,,AGUADILLA
660542490,IGLESIA EL BUEN PASTOR ASAMBLEAS DE DIOS INC,,HC 01 BOX 6950,BAJADERO,PR,00616-9801,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
